;Region;Country_code;Name;Substance;Year;CO2_emissions
893;OECD_Europe;FRA;France;CO2;1992;396929.0138
894;OECD_Europe;GBR;United Kingdom;CO2;1992;578182.4001
895;OECD_Europe;GRC;Greece;CO2;1992;80056.57599
896;Central Europe;HRV;Croatia;CO2;1992;16388.98765
897;Central Europe;HUN;Hungary;CO2;1992;61713.07082
898;OECD_Europe;IRL;Ireland;CO2;1992;32764.02242
899;OECD_Europe;ISL;Iceland;CO2;1992;2308.003398
900;OECD_Europe;ITA;Italy;CO2;1992;423456.5782
901;Central Europe;LTU;Lithuania;CO2;1992;20887.50748
902;OECD_Europe;LUX;Luxembourg;CO2;1992;12172.67481
903;Central Europe;LVA;Latvia;CO2;1992;14304.31452
904;Central Europe;MKD;North Macedonia;CO2;1992;8804.108642
905;Central Europe;MLT;Malta;CO2;1992;2175.710795
906;OECD_Europe;NLD;Netherlands;CO2;1992;169089.9959
907;OECD_Europe;NOR;Norway;CO2;1992;36360.27151
908;Central Europe;POL;Poland;CO2;1992;360315.2331
909;OECD_Europe;PRT;Portugal;CO2;1992;49179.87778
910;Central Europe;ROU;Romania;CO2;1992;138357.7527
911;Central Europe;SVK;Slovakia;CO2;1992;49193.56042
912;Central Europe;SVN;Slovenia;CO2;1992;13279.83872
913;OECD_Europe;SWE;Sweden;CO2;1992;60186.43117
914;Russia +;RUS;Russia;CO2;1992;2200830.266
915;Ukraine +;UKR;Ukraine;CO2;1992;648374.7821
916;Ukraine +;BLR;Belarus;CO2;1992;91839.53913
917;Ukraine +;MDA;Moldova;CO2;1992;20407.35363
918;Central Europe;SRB;Serbia;CO2;1992;49066.773408
919;Central Europe;MNE;Montenegro;CO2;1992;2044.4488920000001
920;Central Europe;ALB;Albania;CO2;1993;2222.701222
921;OECD_Europe;AUT;Austria;CO2;1993;60564.76185
922;OECD_Europe;BEL;Belgium;CO2;1993;115696.6759
923;Central Europe;BGR;Bulgaria;CO2;1993;62834.31817
924;Central Europe;BIH;Bosnia and Herzegovina;CO2;1993;13619.39878
925;OECD_Europe;CHE;Switzerland;CO2;1993;44769.63101
926;Central Europe;CYP;Cyprus;CO2;1993;5744.874571
927;Central Europe;CZE;Czech Republic;CO2;1993;139845.051
928;OECD_Europe;DEU;Germany;CO2;1993;929647.0401
929;OECD_Europe;DNK;Denmark;CO2;1993;59711.15507
930;OECD_Europe;ESP;Spain;CO2;1993;233105.1429
931;Central Europe;EST;Estonia;CO2;1993;21356.36223
932;OECD_Europe;FIN;Finland;CO2;1993;55364.57692
933;OECD_Europe;FRA;France;CO2;1993;377282.9746
934;OECD_Europe;GBR;United Kingdom;CO2;1993;562131.7312
935;OECD_Europe;GRC;Greece;CO2;1993;79583.50114
936;Central Europe;HRV;Croatia;CO2;1993;16702.48326
937;Central Europe;HUN;Hungary;CO2;1993;62705.23242
938;OECD_Europe;IRL;Ireland;CO2;1993;32998.40094
939;OECD_Europe;ISL;Iceland;CO2;1993;2408.927139
940;OECD_Europe;ITA;Italy;CO2;1993;416694.3003
941;Central Europe;LTU;Lithuania;CO2;1993;16217.28464
942;OECD_Europe;LUX;Luxembourg;CO2;1993;12395.17428
943;Central Europe;LVA;Latvia;CO2;1993;12050.11516
944;Central Europe;MKD;North Macedonia;CO2;1993;9040.928661
945;Central Europe;MLT;Malta;CO2;1993;2812.932613
946;OECD_Europe;NLD;Netherlands;CO2;1993;172358.2169
947;OECD_Europe;NOR;Norway;CO2;1993;38502.23549
948;Central Europe;POL;Poland;CO2;1993;360756.6287
949;OECD_Europe;PRT;Portugal;CO2;1993;48141.47792
950;Central Europe;ROU;Romania;CO2;1993;131098.5929
951;Central Europe;SVK;Slovakia;CO2;1993;48164.31536
952;Central Europe;SVN;Slovenia;CO2;1993;13980.30905
953;OECD_Europe;SWE;Sweden;CO2;1993;60264.51516
954;Russia +;RUS;Russia;CO2;1993;2008749.409
955;Ukraine +;UKR;Ukraine;CO2;1993;565999.7289
956;Ukraine +;BLR;Belarus;CO2;1993;79290.35366
957;Ukraine +;MDA;Moldova;CO2;1993;17362.68006
958;Central Europe;SRB;Serbia;CO2;1993;43073.0104224
959;Central Europe;MNE;Montenegro;CO2;1993;1794.7087676
960;Central Europe;ALB;Albania;CO2;1994;2344.087608
961;OECD_Europe;AUT;Austria;CO2;1994;61091.32285
962;OECD_Europe;BEL;Belgium;CO2;1994;122111.1771
963;Central Europe;BGR;Bulgaria;CO2;1994;60022.49146
964;Central Europe;BIH;Bosnia and Herzegovina;CO2;1994;3299.205965
965;OECD_Europe;CHE;Switzerland;CO2;1994;43836.66501
966;Central Europe;CYP;Cyprus;CO2;1994;5988.864172
967;Central Europe;CZE;Czech Republic;CO2;1994;134360.8096
968;OECD_Europe;DEU;Germany;CO2;1994;915604.0557
969;OECD_Europe;DNK;Denmark;CO2;1994;63691.43083
970;OECD_Europe;ESP;Spain;CO2;1994;243967.8838
971;Central Europe;EST;Estonia;CO2;1994;21962.40477
972;OECD_Europe;FIN;Finland;CO2;1994;62090.61324
973;OECD_Europe;FRA;France;CO2;1994;373004.2061
974;OECD_Europe;GBR;United Kingdom;CO2;1994;554624.5327
975;OECD_Europe;GRC;Greece;CO2;1994;81205.65646
976;Central Europe;HRV;Croatia;CO2;1994;15999.3516
977;Central Europe;HUN;Hungary;CO2;1994;62450.58025
978;OECD_Europe;IRL;Ireland;CO2;1994;34216.45413
979;OECD_Europe;ISL;Iceland;CO2;1994;2522.611374
980;OECD_Europe;ITA;Italy;CO2;1994;411155.9812
981;Central Europe;LTU;Lithuania;CO2;1994;15733.65946
982;OECD_Europe;LUX;Luxembourg;CO2;1994;11472.05807
983;Central Europe;LVA;Latvia;CO2;1994;10486.42857
984;Central Europe;MKD;North Macedonia;CO2;1994;8770.808192
985;Central Europe;MLT;Malta;CO2;1994;2515.073584
986;OECD_Europe;NLD;Netherlands;CO2;1994;173454.903
987;OECD_Europe;NOR;Norway;CO2;1994;40481.5509
988;Central Europe;POL;Poland;CO2;1994;354652.707
989;OECD_Europe;PRT;Portugal;CO2;1994;49575.63845
990;Central Europe;ROU;Romania;CO2;1994;128148.3579
991;Central Europe;SVK;Slovakia;CO2;1994;45393.29097
992;Central Europe;SVN;Slovenia;CO2;1994;14077.73208
993;OECD_Europe;SWE;Sweden;CO2;1994;62941.00302
994;Russia +;RUS;Russia;CO2;1994;1811120.56
995;Ukraine +;UKR;Ukraine;CO2;1994;468440.064
996;Ukraine +;BLR;Belarus;CO2;1994;67591.74959
997;Ukraine +;MDA;Moldova;CO2;1994;14082.67466
998;Central Europe;SRB;Serbia;CO2;1994;39688.5793536
999;Central Europe;MNE;Montenegro;CO2;1994;1653.6908064
1000;Central Europe;ALB;Albania;CO2;1995;2069.963525
1001;OECD_Europe;AUT;Austria;CO2;1995;64053.13932
1002;OECD_Europe;BEL;Belgium;CO2;1995;122416.5065
1003;Central Europe;BGR;Bulgaria;CO2;1995;61366.5126
1004;Central Europe;BIH;Bosnia and Herzegovina;CO2;1995;3513.844666
1005;OECD_Europe;CHE;Switzerland;CO2;1995;44622.79645
1006;Central Europe;CYP;Cyprus;CO2;1995;5858.777082
1007;Central Europe;CZE;Czech Republic;CO2;1995;133589.829
1008;OECD_Europe;DEU;Germany;CO2;1995;910820.5243
1009;OECD_Europe;DNK;Denmark;CO2;1995;60587.9593
1010;OECD_Europe;ESP;Spain;CO2;1995;256446.3954
1011;Central Europe;EST;Estonia;CO2;1995;20004.18297
1012;OECD_Europe;FIN;Finland;CO2;1995;58749.00481
1013;OECD_Europe;FRA;France;CO2;1995;382053.7016
1014;OECD_Europe;GBR;United Kingdom;CO2;1995;548082.2956
1015;OECD_Europe;GRC;Greece;CO2;1995;84253.41467
1016;Central Europe;HRV;Croatia;CO2;1995;16555.93149
1017;Central Europe;HUN;Hungary;CO2;1995;62358.76522
1018;OECD_Europe;IRL;Ireland;CO2;1995;34785.20619
1019;OECD_Europe;ISL;Iceland;CO2;1995;2442.298761
1020;OECD_Europe;ITA;Italy;CO2;1995;435301.5972
1021;Central Europe;LTU;Lithuania;CO2;1995;15116.15444
1022;OECD_Europe;LUX;Luxembourg;CO2;1995;9078.333318
1023;Central Europe;LVA;Latvia;CO2;1995;9234.577953
1024;Central Europe;MKD;North Macedonia;CO2;1995;8716.359158
1025;Central Europe;MLT;Malta;CO2;1995;2385.700446
1026;OECD_Europe;NLD;Netherlands;CO2;1995;177683.4552
1027;OECD_Europe;NOR;Norway;CO2;1995;40647.55732
1028;Central Europe;POL;Poland;CO2;1995;356434.4707
1029;OECD_Europe;PRT;Portugal;CO2;1995;52975.52004
1030;Central Europe;ROU;Romania;CO2;1995;133397.6217
1031;Central Europe;SVK;Slovakia;CO2;1995;45753.84389
1032;Central Europe;SVN;Slovenia;CO2;1995;14977.64885
1033;OECD_Europe;SWE;Sweden;CO2;1995;62641.04068
1034;Russia +;RUS;Russia;CO2;1995;1765189.75
1035;Ukraine +;UKR;Ukraine;CO2;1995;462636.2973
1036;Ukraine +;BLR;Belarus;CO2;1995;60425.0407
1037;Ukraine +;MDA;Moldova;CO2;1995;12259.38292
1038;Central Europe;SRB;Serbia;CO2;1995;44825.0140704
1039;Central Europe;MNE;Montenegro;CO2;1995;1867.7089196000002
1040;Central Europe;ALB;Albania;CO2;1996;2054.932915
1041;OECD_Europe;AUT;Austria;CO2;1996;67972.35869
1042;OECD_Europe;BEL;Belgium;CO2;1996;127409.0887
1043;Central Europe;BGR;Bulgaria;CO2;1996;61660.27158
1044;Central Europe;BIH;Bosnia and Herzegovina;CO2;1996;4398.457569
1045;OECD_Europe;CHE;Switzerland;CO2;1996;45172.55328
1046;Central Europe;CYP;Cyprus;CO2;1996;6221.528357
1047;Central Europe;CZE;Czech Republic;CO2;1996;137395.9288
1048;OECD_Europe;DEU;Germany;CO2;1996;939695.749
1049;OECD_Europe;DNK;Denmark;CO2;1996;74014.71995
1050;OECD_Europe;ESP;Spain;CO2;1996;247453.714
1051;Central Europe;EST;Estonia;CO2;1996;20977.65108
1052;OECD_Europe;FIN;Finland;CO2;1996;64934.41595
1053;OECD_Europe;FRA;France;CO2;1996;396741.9119
1054;OECD_Europe;GBR;United Kingdom;CO2;1996;567364.1979
1055;OECD_Europe;GRC;Greece;CO2;1996;84241.85883
1056;Central Europe;HRV;Croatia;CO2;1996;17259.88008
1057;Central Europe;HUN;Hungary;CO2;1996;63587.27326
1058;OECD_Europe;IRL;Ireland;CO2;1996;36104.50145
1059;OECD_Europe;ISL;Iceland;CO2;1996;2710.425189
1060;OECD_Europe;ITA;Italy;CO2;1996;430262.0812
1061;Central Europe;LTU;Lithuania;CO2;1996;15596.39853
1062;OECD_Europe;LUX;Luxembourg;CO2;1996;9147.783371
1063;Central Europe;LVA;Latvia;CO2;1996;9249.788087
1064;Central Europe;MKD;North Macedonia;CO2;1996;10273.40054
1065;Central Europe;MLT;Malta;CO2;1996;2331.061626
1066;OECD_Europe;NLD;Netherlands;CO2;1996;187913.5925
1067;OECD_Europe;NOR;Norway;CO2;1996;40942.65085
1068;Central Europe;POL;Poland;CO2;1996;372439.5383
1069;OECD_Europe;PRT;Portugal;CO2;1996;51273.09101
1070;Central Europe;ROU;Romania;CO2;1996;136548.8455
1071;Central Europe;SVK;Slovakia;CO2;1996;45980.14674
1072;Central Europe;SVN;Slovenia;CO2;1996;15731.17882
1073;OECD_Europe;SWE;Sweden;CO2;1996;67753.80691
1074;Russia +;RUS;Russia;CO2;1996;1724233.106
1075;Ukraine +;UKR;Ukraine;CO2;1996;396237.4057
1076;Ukraine +;BLR;Belarus;CO2;1996;61356.34674
1077;Ukraine +;MDA;Moldova;CO2;1996;10560.23129
1078;Central Europe;SRB;Serbia;CO2;1996;52454.4902304
1079;Central Europe;MNE;Montenegro;CO2;1996;2185.6037596
1080;Central Europe;ALB;Albania;CO2;1997;1580.47575
1081;OECD_Europe;AUT;Austria;CO2;1997;67530.29229
1082;OECD_Europe;BEL;Belgium;CO2;1997;124418.4765
1083;Central Europe;BGR;Bulgaria;CO2;1997;59328.44971
1084;Central Europe;BIH;Bosnia and Herzegovina;CO2;1997;8722.320626
1085;OECD_Europe;CHE;Switzerland;CO2;1997;43884.94329
1086;Central Europe;CYP;Cyprus;CO2;1997;6311.588133
1087;Central Europe;CZE;Czech Republic;CO2;1997;134009.8662
1088;OECD_Europe;DEU;Germany;CO2;1997;907821.0428
1089;OECD_Europe;DNK;Denmark;CO2;1997;64248.33348
1090;OECD_Europe;ESP;Spain;CO2;1997;267106.5573
1091;Central Europe;EST;Estonia;CO2;1997;20543.69683
1092;OECD_Europe;FIN;Finland;CO2;1997;62740.64427
1093;OECD_Europe;FRA;France;CO2;1997;388473.9272
1094;OECD_Europe;GBR;United Kingdom;CO2;1997;546492.0484
1095;OECD_Europe;GRC;Greece;CO2;1997;85191.24099
1096;Central Europe;HRV;Croatia;CO2;1997;18317.80632
1097;Central Europe;HUN;Hungary;CO2;1997;62316.93265
1098;OECD_Europe;IRL;Ireland;CO2;1997;37364.9678
1099;OECD_Europe;ISL;Iceland;CO2;1997;2626.348871
1100;OECD_Europe;ITA;Italy;CO2;1997;433694.3512
1101;Central Europe;LTU;Lithuania;CO2;1997;15065.72913
1102;OECD_Europe;LUX;Luxembourg;CO2;1997;8548.370649
1103;Central Europe;LVA;Latvia;CO2;1997;8813.848426
1104;Central Europe;MKD;North Macedonia;CO2;1997;9251.251516
1105;Central Europe;MLT;Malta;CO2;1997;2476.793481
1106;OECD_Europe;NLD;Netherlands;CO2;1997;180158.4565
1107;OECD_Europe;NOR;Norway;CO2;1997;43303.28089
1108;Central Europe;POL;Poland;CO2;1997;362657.8301
1109;OECD_Europe;PRT;Portugal;CO2;1997;53760.35837
1110;Central Europe;ROU;Romania;CO2;1997;124364.6366
1111;Central Europe;SVK;Slovakia;CO2;1997;45556.3068
1112;Central Europe;SVN;Slovenia;CO2;1997;16230.19872
1113;OECD_Europe;SWE;Sweden;CO2;1997;61794.58383
1114;Russia +;RUS;Russia;CO2;1997;1604844.57
1115;Ukraine +;UKR;Ukraine;CO2;1997;380996.5902
1116;Ukraine +;BLR;Belarus;CO2;1997;61804.7496
1117;Ukraine +;MDA;Moldova;CO2;1997;9630.555061
1118;Central Europe;SRB;Serbia;CO2;1997;57186.339100799996
1119;Central Europe;MNE;Montenegro;CO2;1997;2382.7641292000003
1120;Central Europe;ALB;Albania;CO2;1998;1914.674362
1121;OECD_Europe;AUT;Austria;CO2;1998;68091.5461
1122;OECD_Europe;BEL;Belgium;CO2;1998;127404.2401
1123;Central Europe;BGR;Bulgaria;CO2;1998;56854.78829
1124;Central Europe;BIH;Bosnia and Herzegovina;CO2;1998;11049.95303
1125;OECD_Europe;CHE;Switzerland;CO2;1998;45342.98644
1126;Central Europe;CYP;Cyprus;CO2;1998;6615.241646
1127;Central Europe;CZE;Czech Republic;CO2;1998;127963.7335
1128;OECD_Europe;DEU;Germany;CO2;1998;906950.8195
1129;OECD_Europe;DNK;Denmark;CO2;1998;60259.063
1130;OECD_Europe;ESP;Spain;CO2;1998;275119.1087
1131;Central Europe;EST;Estonia;CO2;1998;18612.88707
1132;OECD_Europe;FIN;Finland;CO2;1998;59539.06983
1133;OECD_Europe;FRA;France;CO2;1998;410471.2819
1134;OECD_Europe;GBR;United Kingdom;CO2;1998;547104.0831
1135;OECD_Europe;GRC;Greece;CO2;1998;88643.39151
1136;Central Europe;HRV;Croatia;CO2;1998;19024.72528
1137;Central Europe;HUN;Hungary;CO2;1998;62218.41543
1138;OECD_Europe;IRL;Ireland;CO2;1998;39785.57493
1139;OECD_Europe;ISL;Iceland;CO2;1998;2709.7587
1140;OECD_Europe;ITA;Italy;CO2;1998;442922.6727
1141;Central Europe;LTU;Lithuania;CO2;1998;15923.87312
1142;OECD_Europe;LUX;Luxembourg;CO2;1998;7806.186414
1143;Central Europe;LVA;Latvia;CO2;1998;8416.757992
1144;Central Europe;MKD;North Macedonia;CO2;1998;10167.10746
1145;Central Europe;MLT;Malta;CO2;1998;2383.664138
1146;OECD_Europe;NLD;Netherlands;CO2;1998;180914.4506
1147;OECD_Europe;NOR;Norway;CO2;1998;45102.27488
1148;Central Europe;POL;Poland;CO2;1998;334057.7764
1149;OECD_Europe;PRT;Portugal;CO2;1998;58184.95286
1150;Central Europe;ROU;Romania;CO2;1998;108986.9408
1151;Central Europe;SVK;Slovakia;CO2;1998;44660.5914
1152;Central Europe;SVN;Slovenia;CO2;1998;16042.84193
1153;OECD_Europe;SWE;Sweden;CO2;1998;63002.79713
1154;Russia +;RUS;Russia;CO2;1998;1611104.597
1155;Ukraine +;UKR;Ukraine;CO2;1998;363536.8042
1156;Ukraine +;BLR;Belarus;CO2;1998;60305.49914
1157;Ukraine +;MDA;Moldova;CO2;1998;8785.499115
1158;Central Europe;SRB;Serbia;CO2;1998;57116.063424
1159;Central Europe;MNE;Montenegro;CO2;1998;2379.8359760000003
1160;Central Europe;ALB;Albania;CO2;1999;3086.587472
1161;OECD_Europe;AUT;Austria;CO2;1999;66225.39263
1162;OECD_Europe;BEL;Belgium;CO2;1999;123036.6827
1163;Central Europe;BGR;Bulgaria;CO2;1999;50118.57369
1164;Central Europe;BIH;Bosnia and Herzegovina;CO2;1999;10891.26082
1165;OECD_Europe;CHE;Switzerland;CO2;1999;45607.13499
1166;Central Europe;CYP;Cyprus;CO2;1999;6876.430451
1167;Central Europe;CZE;Czech Republic;CO2;1999;119712.7705
1168;OECD_Europe;DEU;Germany;CO2;1999;871023.6324
1169;OECD_Europe;DNK;Denmark;CO2;1999;57282.09945
1170;OECD_Europe;ESP;Spain;CO2;1999;297101.967
1171;Central Europe;EST;Estonia;CO2;1999;17139.02507
1172;OECD_Europe;FIN;Finland;CO2;1999;58894.48011
1173;OECD_Europe;FRA;France;CO2;1999;404164.2307
1174;OECD_Europe;GBR;United Kingdom;CO2;1999;543718.5785
1175;OECD_Europe;GRC;Greece;CO2;1999;88893.62461
1176;Central Europe;HRV;Croatia;CO2;1999;19917.40838
1177;Central Europe;HUN;Hungary;CO2;1999;62624.35525
1178;OECD_Europe;IRL;Ireland;CO2;1999;41216.5042
1179;OECD_Europe;ISL;Iceland;CO2;1999;2742.404048
1180;OECD_Europe;ITA;Italy;CO2;1999;449745.6589
1181;Central Europe;LTU;Lithuania;CO2;1999;13330.93338
1182;OECD_Europe;LUX;Luxembourg;CO2;1999;8166.054567
1183;Central Europe;LVA;Latvia;CO2;1999;7865.499149
1184;Central Europe;MKD;North Macedonia;CO2;1999;9366.255209
1185;Central Europe;MLT;Malta;CO2;1999;2417.583274
1186;OECD_Europe;NLD;Netherlands;CO2;1999;176210.7065
1187;OECD_Europe;NOR;Norway;CO2;1999;46718.63628
1188;Central Europe;POL;Poland;CO2;1999;324642.1447
1189;OECD_Europe;PRT;Portugal;CO2;1999;64903.28141
1190;Central Europe;ROU;Romania;CO2;1999;93198.43414
1191;Central Europe;SVK;Slovakia;CO2;1999;43882.69942
1192;Central Europe;SVN;Slovenia;CO2;1999;15437.25728
1193;OECD_Europe;SWE;Sweden;CO2;1999;61683.54225
1194;Russia +;RUS;Russia;CO2;1999;1660905.162
1195;Ukraine +;UKR;Ukraine;CO2;1999;363292.3196
1196;Ukraine +;BLR;Belarus;CO2;1999;58159.41189
1197;Ukraine +;MDA;Moldova;CO2;1999;7449.588575
1198;Central Europe;SRB;Serbia;CO2;1999;40550.456438400004
1199;Central Europe;MNE;Montenegro;CO2;1999;1689.6023516000002
1200;Central Europe;ALB;Albania;CO2;2000;3232.531279
1201;OECD_Europe;AUT;Austria;CO2;2000;66690.721
1202;OECD_Europe;BEL;Belgium;CO2;2000;124969.6408
1203;Central Europe;BGR;Bulgaria;CO2;2000;48174.75517
1204;Central Europe;BIH;Bosnia and Herzegovina;CO2;2000;14280.19955
1205;OECD_Europe;CHE;Switzerland;CO2;2000;44799.88612
1206;Central Europe;CYP;Cyprus;CO2;2000;7132.102341
1207;Central Europe;CZE;Czech Republic;CO2;2000;132313.165
1208;OECD_Europe;DEU;Germany;CO2;2000;871735.6744
1209;OECD_Europe;DNK;Denmark;CO2;2000;53155.83929
1210;OECD_Europe;ESP;Spain;CO2;2000;313239.9025
1211;Central Europe;EST;Estonia;CO2;2000;17376.50499
1212;OECD_Europe;FIN;Finland;CO2;2000;57525.16974
1213;OECD_Europe;FRA;France;CO2;2000;401211.1512
1214;OECD_Europe;GBR;United Kingdom;CO2;2000;551679.7142
1215;OECD_Europe;GRC;Greece;CO2;2000;96054.58039
1216;Central Europe;HRV;Croatia;CO2;2000;19374.61412
1217;Central Europe;HUN;Hungary;CO2;2000;59477.6912
1218;OECD_Europe;IRL;Ireland;CO2;2000;43822.66899
1219;OECD_Europe;ISL;Iceland;CO2;2000;2854.056707
1220;OECD_Europe;ITA;Italy;CO2;2000;454717.6582
1221;Central Europe;LTU;Lithuania;CO2;2000;11655.89384
1222;OECD_Europe;LUX;Luxembourg;CO2;2000;8800.669796
1223;Central Europe;LVA;Latvia;CO2;2000;7229.76775
1224;Central Europe;MKD;North Macedonia;CO2;2000;9037.214859
1225;Central Europe;MLT;Malta;CO2;2000;2134.785504
1226;OECD_Europe;NLD;Netherlands;CO2;2000;176914.6186
1227;OECD_Europe;NOR;Norway;CO2;2000;41769.13208
1228;Central Europe;POL;Poland;CO2;2000;313017.7131
1229;OECD_Europe;PRT;Portugal;CO2;2000;64411.65771
1230;Central Europe;ROU;Romania;CO2;2000;97417.56681
1231;Central Europe;SVK;Slovakia;CO2;2000;41681.5611
1232;Central Europe;SVN;Slovenia;CO2;2000;15037.39299
1233;OECD_Europe;SWE;Sweden;CO2;2000;57982.24525
1234;Russia +;RUS;Russia;CO2;2000;1681143.928
1235;Ukraine +;UKR;Ukraine;CO2;2000;360022.0662
1236;Ukraine +;BLR;Belarus;CO2;2000;56257.89614
1237;Ukraine +;MDA;Moldova;CO2;2000;6892.462473
1238;Central Europe;SRB;Serbia;CO2;2000;48612.641664
1239;Central Europe;MNE;Montenegro;CO2;2000;2025.526736
1240;Central Europe;ALB;Albania;CO2;2001;3439.287771
1241;OECD_Europe;AUT;Austria;CO2;2001;71375.99689
1242;OECD_Europe;BEL;Belgium;CO2;2001;125934.014
1243;Central Europe;BGR;Bulgaria;CO2;2001;50422.20915
1244;Central Europe;BIH;Bosnia and Herzegovina;CO2;2001;14095.80789
1245;OECD_Europe;CHE;Switzerland;CO2;2001;46223.50542
1246;Central Europe;CYP;Cyprus;CO2;2001;6997.517341
1247;Central Europe;CZE;Czech Republic;CO2;2001;132222.0204
1248;OECD_Europe;DEU;Germany;CO2;2001;885818.3408
1249;OECD_Europe;DNK;Denmark;CO2;2001;54754.23954
1250;OECD_Europe;ESP;Spain;CO2;2001;313915.496
1251;Central Europe;EST;Estonia;CO2;2001;17759.23677
1252;OECD_Europe;FIN;Finland;CO2;2001;63571.46185
1253;OECD_Europe;FRA;France;CO2;2001;405343.5043
1254;OECD_Europe;GBR;United Kingdom;CO2;2001;562908.4714
1255;OECD_Europe;GRC;Greece;CO2;2001;98109.37398
1256;Central Europe;HRV;Croatia;CO2;2001;20540.17372
1257;Central Europe;HUN;Hungary;CO2;2001;61001.62352
1258;OECD_Europe;IRL;Ireland;CO2;2001;46045.38126
1259;OECD_Europe;ISL;Iceland;CO2;2001;2958.960708
1260;OECD_Europe;ITA;Italy;CO2;2001;454074.2054
1261;Central Europe;LTU;Lithuania;CO2;2001;12390.52036
1262;OECD_Europe;LUX;Luxembourg;CO2;2001;9334.101963
1263;Central Europe;LVA;Latvia;CO2;2001;7667.162947
1264;Central Europe;MKD;North Macedonia;CO2;2001;9221.176586
1265;Central Europe;MLT;Malta;CO2;2001;2494.789984
1266;OECD_Europe;NLD;Netherlands;CO2;2001;181521.3276
1267;OECD_Europe;NOR;Norway;CO2;2001;42282.89124
1268;Central Europe;POL;Poland;CO2;2001;309749.7561
1269;OECD_Europe;PRT;Portugal;CO2;2001;63661.9615
1270;Central Europe;ROU;Romania;CO2;2001;104402.6919
1271;Central Europe;SVK;Slovakia;CO2;2001;41968.94194
1272;Central Europe;SVN;Slovenia;CO2;2001;16895.81405
1273;OECD_Europe;SWE;Sweden;CO2;2001;58056.39016
1274;Russia +;RUS;Russia;CO2;2001;1684262.541
1275;Ukraine +;UKR;Ukraine;CO2;2001;359063.4908
1276;Ukraine +;BLR;Belarus;CO2;2001;54985.82722
1277;Ukraine +;MDA;Moldova;CO2;2001;7178.56405
1278;Central Europe;SRB;Serbia;CO2;2001;52237.2360096
1279;Central Europe;MNE;Montenegro;CO2;2001;2176.5515004
1280;Central Europe;ALB;Albania;CO2;2002;4006.358581
1281;OECD_Europe;AUT;Austria;CO2;2002;73215.97297
1282;OECD_Europe;BEL;Belgium;CO2;2002;118493.431
1283;Central Europe;BGR;Bulgaria;CO2;2002;47594.52488
1284;Central Europe;BIH;Bosnia and Herzegovina;CO2;2002;14827.23354
1285;OECD_Europe;CHE;Switzerland;CO2;2002;44597.91707
1286;Central Europe;CYP;Cyprus;CO2;2002;7174.793092
1287;Central Europe;CZE;Czech Republic;CO2;2002;127397.5658
1288;OECD_Europe;DEU;Germany;CO2;2002;870311.638
1289;OECD_Europe;DNK;Denmark;CO2;2002;54275.34164
1290;OECD_Europe;ESP;Spain;CO2;2002;331324.6142
1291;Central Europe;EST;Estonia;CO2;2002;16998.82754
1292;OECD_Europe;FIN;Finland;CO2;2002;65721.63778
1293;OECD_Europe;FRA;France;CO2;2002;399910.6069
1294;OECD_Europe;GBR;United Kingdom;CO2;2002;546905.8771
1295;OECD_Europe;GRC;Greece;CO2;2002;98073.8433
1296;Central Europe;HRV;Croatia;CO2;2002;21356.03133
1297;Central Europe;HUN;Hungary;CO2;2002;59973.36097
1298;OECD_Europe;IRL;Ireland;CO2;2002;44978.80705
1299;OECD_Europe;ISL;Iceland;CO2;2002;3130.18607
1300;OECD_Europe;ITA;Italy;CO2;2002;461367.4809
1301;Central Europe;LTU;Lithuania;CO2;2002;12469.77935
1302;OECD_Europe;LUX;Luxembourg;CO2;2002;10032.14627
1303;Central Europe;LVA;Latvia;CO2;2002;7664.435236
1304;Central Europe;MKD;North Macedonia;CO2;2002;8689.810359
1305;Central Europe;MLT;Malta;CO2;2002;2324.105226
1306;OECD_Europe;NLD;Netherlands;CO2;2002;181903.5512
1307;OECD_Europe;NOR;Norway;CO2;2002;41583.35171
1308;Central Europe;POL;Poland;CO2;2002;302503.1827
1309;OECD_Europe;PRT;Portugal;CO2;2002;67898.23734
1310;Central Europe;ROU;Romania;CO2;2002;103399.4112
1311;Central Europe;SVK;Slovakia;CO2;2002;41907.14248
1312;Central Europe;SVN;Slovenia;CO2;2002;17205.85037
1313;OECD_Europe;SWE;Sweden;CO2;2002;59386.27179
1314;Russia +;RUS;Russia;CO2;2002;1675280.584
1315;Ukraine +;UKR;Ukraine;CO2;2002;359646.8811
1316;Ukraine +;BLR;Belarus;CO2;2002;55188.84032
1317;Ukraine +;MDA;Moldova;CO2;2002;7306.434323
1318;Central Europe;SRB;Serbia;CO2;2002;55676.5795104
1319;Central Europe;MNE;Montenegro;CO2;2002;2319.8574796000003
1320;Central Europe;ALB;Albania;CO2;2003;4211.217156
1321;OECD_Europe;AUT;Austria;CO2;2003;78165.56633
1322;OECD_Europe;BEL;Belgium;CO2;2003;123371.641
1323;Central Europe;BGR;Bulgaria;CO2;2003;53460.18826
1324;Central Europe;BIH;Bosnia and Herzegovina;CO2;2003;15187.70104
1325;OECD_Europe;CHE;Switzerland;CO2;2003;45887.70634
1326;Central Europe;CYP;Cyprus;CO2;2003;7843.211059
1327;Central Europe;CZE;Czech Republic;CO2;2003;130662.3325
1328;OECD_Europe;DEU;Germany;CO2;2003;878276.3013
1329;OECD_Europe;DNK;Denmark;CO2;2003;59704.09756
